<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
BSE,20140415,1379.12,1379.48,1375.99,1375.99,1072625
BSE,20140414,1380.42,1381.93,1372.99,1379.12,1277690
BSE,20140413,1382.19,1382.23,1380.08,1380.42,752131
BSE,20140410,1388.46,1390.16,1380.97,1382.19,2647970
BSE,20140409,1384.47,1390.97,1383.41,1388.46,1358068
BSE,20140408,1375.55,1384.48,1375.55,1384.48,9924150
BSE,20140407,1373.88,1377.75,1372.86,1375.55,8729381
BSE,20140406,1367.47,1375.11,1366.7,1373.88,8667053
BSE,20140403,1364.14,1367.47,1362.99,1367.47,41597477
BSE,20140402,1360.21,1367.28,1360.21,1364.14,7917772
BSE,20140401,1356.91,1361.33,1355.09,1360.21,3720188
BSE,20140331,1344.28,1356.91,1344.28,1356.91,2951177
BSE,20140330,1341.01,1347.23,1339.82,1344.28,1214598
BSE,20140327,1354.95,1354.99,1340.71,1341.01,7899661
BSE,20140326,1356.42,1361.4,1354.95,1354.95,2648485
BSE,20140325,1377.65,1377.71,1356.42,1356.42,7437600
BSE,20140324,1396.63,1396.63,1377.65,1377.65,7446820
BSE,20140323,1386.27,1399.55,1385.86,1396.63,7479063
BSE,20140320,1371.64,1386.27,1371.64,1386.27,4931866
BSE,20140319,1373.8,1377.47,1372.36,1371.64,9397138
BSE,20140318,1370.93,1379.92,1370.93,1373.8,5314700
BSE,20140317,1375.62,1375.62,1369.76,1370.93,15812172
BSE,20140316,1374.8,1377.84,1367.61,1375.62,6308915
BSE,20140313,1374.61,1374.8,1369.57,1374.8,1911846
BSE,20140312,1387.37,1388.61,1370.65,1374.61,4999254
BSE,20140311,1386.9,1393.74,1384.52,1387.37,8625783
BSE,20140310,1370.72,1370.72,1370.72,1379.27,3898600
BSE,20140309,1373.27,1374.09,1370.15,1370.72,38774494
BSE,20140306,1369.56,1373.31,1366.79,1373.27,5208786
BSE,20140305,1367.83,1367.83,1367.83,1372.86,5719848
BSE,20140304,1364.94,1367.83,1362.87,1367.83,5127850
BSE,20140303,1370.37,1370.37,1361.72,1364.94,1741119
BSE,20140302,1372.67,1372.67,1366.55,1370.37,2112017
BSE,20140227,1377.53,1377.53,1370.32,1372.67,3993155
