<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
MSM,20050721,5391.61,5391.61,5391.61,5391.61,552942
MSM,20050720,5371.01,5371.01,5371.01,5371.01,906276
MSM,20050719,5325.76,5325.76,5325.76,5325.76,572662
MSM,20050718,5304.02,5304.02,5304.02,5304.02,492808
MSM,20050717,5389.81,5389.81,5389.81,5389.81,562020
MSM,20050714,5414.96,5414.96,5414.96,5414.96,919198
MSM,20050713,5414.63,5414.63,5414.63,5414.63,1277361
MSM,20050712,5416.39,5416.39,5416.39,5416.39,652217
MSM,20050711,5415.41,5415.41,5415.41,5415.41,681139
MSM,20050710,5423.69,5423.69,5423.69,5423.69,532691
MSM,20050707,5440.4,5440.4,5440.4,5440.4,18942260
MSM,20050706,5456.81,5456.81,5456.81,5456.81,1424069
MSM,20050705,5372.41,5372.41,5372.41,5372.41,1279507
MSM,20050704,5362.73,5362.73,5362.73,5362.73,1232815
MSM,20050703,5442.45,5442.45,5442.45,5442.45,931534
MSM,20050630,5450.38,5450.38,5450.38,5450.38,3218783
MSM,20050629,5479.54,5479.54,5479.54,5479.54,807071
MSM,20050628,5538.67,5538.67,5538.67,5538.67,1341767
MSM,20050627,5643.8,5643.8,5643.8,5643.8,1899197
MSM,20050626,5672.95,5672.95,5672.95,5672.95,1422212
MSM,20050623,5629.78,5629.78,5629.78,5629.78,1657930
MSM,20050622,5588.17,5588.17,5588.17,5588.17,1744441
MSM,20050621,5579.34,5579.34,5579.34,5579.34,1792733
MSM,20050620,5699.32,5699.32,5699.32,5699.32,2474812
MSM,20050619,5505.62,5505.62,5505.62,5505.62,1988871
MSM,20050616,5432.41,5432.41,5432.41,5432.41,2217602
MSM,20050615,5284.87,5284.87,5284.87,5284.87,2076624
MSM,20050614,5225.35,5225.35,5225.35,5225.35,1522326
MSM,20050613,5172.75,5172.75,5172.75,5172.75,1107877
MSM,20050612,5139.87,5139.87,5139.87,5139.87,2305470
MSM,20050609,5153.22,5153.22,5153.22,5153.22,1269420
MSM,20050608,5199.64,5199.64,5199.64,5199.64,2519287
MSM,20050607,5170.37,5170.37,5170.37,5170.37,2033420
MSM,20050606,5013.97,5013.97,5013.97,5013.97,1128423
MSM,20050605,4926.98,4926.98,4926.98,4926.98,1085923
MSM,20050602,4892.96,4892.96,4892.96,4892.96,601050
MSM,20050601,4939.14,4939.14,4939.14,4939.14,684311
MSM,20050531,4996.72,4996.72,4996.72,4996.72,1285741
MSM,20050530,4953.39,4953.39,4953.39,4953.39,1754505
MSM,20050529,4844.99,4844.99,4844.99,4844.99,1158947
MSM,20050526,4804.36,4804.36,4804.36,4804.36,1685579
MSM,20050525,4750.75,4750.75,4750.75,4750.75,1571913
MSM,20050524,4716.72,4716.72,4716.72,4716.72,1135049
MSM,20050523,4731.4,4731.4,4731.4,4731.4,1360348
MSM,20050522,4701.51,4701.51,4701.51,4701.51,2291227
MSM,20050519,4637.56,4637.56,4637.56,4637.56,1500283
MSM,20050518,4591.84,4591.84,4591.84,4591.84,590698
MSM,20050517,4599.57,4599.57,4599.57,4599.57,928071
MSM,20050516,4641.66,4641.66,4641.66,4641.66,1009681
MSM,20050515,4649.22,4649.22,4649.22,4649.22,1564404
MSM,20050512,4560.17,4560.17,4560.17,4560.17,960438
MSM,20050511,4579.34,4579.34,4579.34,4579.34,2091064
MSM,20050510,4527.8,4527.8,4527.8,4527.8,1392367
MSM,20050509,4496.52,4496.52,4496.52,4496.52,1241620
MSM,20050508,4535.43,4535.43,4535.43,4535.43,2072445
MSM,20050505,4556.68,4556.68,4556.68,4556.68,1427783
MSM,20050504,4527.16,4527.16,4527.16,4527.16,1708962
MSM,20050503,4353.48,4353.48,4353.48,4353.48,2167922
MSM,20050502,4456.82,4456.82,4456.82,4456.82,1490619
MSM,20050501,4546.24,4546.24,4546.24,4546.24,1716909
MSM,20050428,4674.61,4674.61,4674.61,4674.61,2245015
MSM,20050427,4665.78,4665.78,4665.78,4665.78,1629640
MSM,20050426,4654.93,4654.93,4654.93,4654.93,2635580
MSM,20050425,4660.04,4660.04,4660.04,4660.04,1303477
MSM,20050424,4608.32,4608.32,4608.32,4608.32,1431251
MSM,20050421,4581.42,4581.42,4581.42,4581.42,1416051
MSM,20050420,4530.58,4530.58,4530.58,4530.58,1097162
MSM,20050419,4534.46,4534.46,4534.46,4534.46,1241078
MSM,20050418,4553.14,4553.14,4553.14,4553.14,1898780
MSM,20050417,4489.02,4489.02,4489.02,4489.02,1643637
MSM,20050414,4403,4403,4403,4403,1796860
MSM,20050413,4364.56,4364.56,4364.56,4364.56,1199813
MSM,20050412,4351.98,4351.98,4351.98,4351.98,1358096
MSM,20050411,4286.05,4286.05,4286.05,4286.05,847232
MSM,20050410,4202.97,4202.97,4202.97,4202.97,1167980
MSM,20050407,4175.12,4175.12,4175.12,4175.12,994530
MSM,20050406,4222.78,4222.78,4222.78,4222.78,1923729
MSM,20050405,4265.47,4265.47,4265.47,4265.47,990541
MSM,20050404,4295.37,4295.37,4295.37,4295.37,1273362
MSM,20050403,4304.4,4304.4,4304.4,4304.4,4063608
MSM,20050331,4275.43,4275.43,4275.43,4275.43,1191830
MSM,20050330,4272,4272,4272,4272,2024603
MSM,20050329,4288.77,4288.77,4288.77,4288.77,1597169
MSM,20050328,4290.39,4290.39,4290.39,4290.39,1833654
MSM,20050327,4390.91,4390.91,4390.91,4390.91,2763420
