<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
DFM,20150601,3923.24,3967.46,3923.23,3941.78,169330076
DFM,20150531,4000.5,4001.92,3912.85,3923.24,267884364
DFM,20150528,3992.49,4034.26,3990.71,4000.5,473831428
DFM,20150527,4059.52,4059.52,3986.35,3992.49,254958814
DFM,20150526,4067.67,4080.74,4040.9,4059.52,229184573
DFM,20150525,4049.98,4080.26,4048.62,4067.67,266744005
DFM,20150524,4118.6,4127.38,4040.22,4049.98,230748821
DFM,20150521,4108.74,4134.67,4106.88,4118.6,245481451
DFM,20150520,4127.34,4174.42,4108.74,4108.74,326428869
DFM,20150519,4072.28,4140.16,4072.28,4127.34,561668152
DFM,20150518,4067.02,4078.06,4011.58,4072.28,534860816
DFM,20150517,4072.68,4077.15,4044.08,4067.02,363802012
DFM,20150514,4067.42,4088.45,4061.4,4072.68,404277548
DFM,20150513,4056.32,4090.1,3996.72,4067.42,573862475
DFM,20150512,4071.58,4075.04,4024.9,4056.32,452534650
DFM,20150511,4147.28,4152.02,4058.38,4071.58,560537154
DFM,20150510,4103.49,4154.26,4103.49,4147.28,652279799
DFM,20150507,4114.73,4148.5,4103.49,4103.49,655734571
DFM,20150506,4069.27,4126.67,4025.11,4114.73,725777453
DFM,20150505,4084.35,4109.67,4061.15,4069.27,342550952
DFM,20150504,4132.46,4153.6,4048.24,4084.35,684752009
DFM,20150503,4229.04,4247.16,4131.23,4132.46,792108072
DFM,20150430,4215.21,4253.28,4205.12,4229.04,933225948
DFM,20150429,4182.04,4238.77,4181.25,4215.21,1133742869
DFM,20150428,4151.93,4182.04,4111.24,4182.04,779628192
DFM,20150427,4172.14,4192.69,4122.71,4151.93,770014886
DFM,20150426,4088.09,4173.04,4080.73,4172.14,1161956763
DFM,20150423,4133.14,4147.03,4066.11,4088.09,693500608
DFM,20150422,4122.95,4191.02,4088.53,4133.14,778577770
DFM,20150421,4095.04,4195.91,4092.51,4122.95,1561449180
DFM,20150420,4021.48,4095.04,4011.75,4095.04,604277944
DFM,20150419,4079.91,4114.79,4021.43,4021.48,776243645
DFM,20150416,3941.77,4082.56,3941.77,4079.91,1233523260
DFM,20150415,3828.99,3942.18,3822.93,3941.77,1105674076
DFM,20150414,3775.38,3829.16,3768,3828.99,474924208
DFM,20150413,3805.41,3812.91,3763.19,3775.38,557662091
DFM,20150412,3754.1,3809.43,3753.59,3805.41,398723547
DFM,20150409,3761.19,3762.22,3702.17,3754.1,699336223
DFM,20150408,3777.45,3794.54,3741.61,3761.19,641934924
DFM,20150407,3710.54,3802.52,3708.86,3777.45,1215605031
DFM,20150406,3665.56,3712.68,3665.56,3710.54,686732409
DFM,20150405,3614.7,3689.62,3613.4,3665.56,413349954
DFM,20150402,3531.78,3626.95,3531.78,3614.7,565313950
DFM,20150401,3514.4,3540.59,3488.05,3531.78,164400173
DFM,20150331,3444.65,3516.42,3405.84,3514.4,241153572
DFM,20150330,3437.8,3458.71,3422.68,3444.65,220474867
DFM,20150329,3407.25,3462.58,3383.55,3437.8,214725255
DFM,20150326,3434.65,3434.65,3232.79,3407.25,488424406
DFM,20150325,3512.87,3512.87,3427.23,3434.65,215859746
DFM,20150324,3501.33,3538.04,3497.96,3512.87,406931418
DFM,20150323,3425.69,3501.33,3402.6,3501.33,271443261
DFM,20150322,3473.42,3473.42,3425.69,3425.69,269151876
DFM,20150319,3408.18,3486.97,3408.18,3473.42,399017933
DFM,20150318,3534.29,3534.29,3374.37,3408.18,343039400
DFM,20150317,3519.55,3555.08,3494.89,3534.29,297129515
DFM,20150316,3613.55,3618.27,3515.81,3519.55,439146461
DFM,20150315,3707.77,3710.01,3612.96,3613.55,259512854
DFM,20150312,3696.77,3708.42,3683.07,3707.77,167668352
DFM,20150311,3752.52,3752.52,3683.9,3696.77,223842834
DFM,20150310,3751.76,3765.27,3718.92,3752.52,363722416
DFM,20150309,3740.5,3769.78,3740.3,3751.76,244642306
DFM,20150308,3747.54,3747.54,3684.15,3740.5,243167004
DFM,20150305,3747.38,3758.23,3686.2,3747.54,431243007
DFM,20150304,3757.5,3765.31,3740.91,3747.38,353272162
DFM,20150303,3788.87,3789.66,3743.83,3757.5,260894267
DFM,20150302,3827.22,3838.14,3753.15,3788.87,323179487
DFM,20150301,3864.67,3884.33,3826.17,3827.22,250747945
DFM,20150226,3870.15,3886.24,3854.81,3864.67,292423273
